140, 112
92, 46
58, 152
182, 48
208, 116
14, 92
108, 188
94, 126
112, 90
54, 14
46, 88
86, 82
164, 160
82, 184
126, 124
84, 26
82, 152
82, 38
30, 66
42, 106
50, 132
166, 34
82, 198
206, 52
128, 186
124, 92
88, 68
100, 140
118, 84
150, 100
118, 130
106, 122
66, 142
92, 36
92, 54
94, 188
52, 158
132, 98
76, 158
84, 54
202, 110
132, 120
214, 116
38, 110
136, 116
78, 40
208, 110
86, 22
86, 38
182, 50
